"DashDAQ Log File"

"Format:","Simple CSV 1.0.0"
"Filename:","/mmc/logs/log0001.csv"
"Started:","Thu Dec  4 18:19:20 2025"

"Signal","Driver","ID","Name","Units","Description","Color"
0,"a-GenericOBD2","a:10","Speed","kph","Vehicle Speed","#CD0000"
1,"a-GenericOBD2","a:9","RPM","RPM","Engine RPM","#CD0000"
2,"a-GenericOBD2","a:2","ECT","°C","Engine Coolant Temperature","#CD0000"
3,"a-GenericOBD2","a:12","IAT","°C","Intake Air Temperature","#CD0000"
4,"a-GenericOBD2","a:8","MAP","kpa","Intake Manifold Absolute Pressure","#CD0000"
5,"d-zt2","d:1","AFR","","Air/Fuel Ratio","#FFFFFF"

"Time","Speed","RPM","ECT","IAT","MAP","AFR",
"ms","kph","RPM","°C","°C","kpa","",
141744,11,669.250000,85,43,100.0,
141771,11,666.000000,85,43,100.0,
141772,11,666.000000,85,43,100.0,
141793,11,666.000000,85,43,100.0,
141824,11,665.250000,85,43,100.0,
141855,11,668.250000,85,43,100.0,
141884,10,668.250000,85,43,100.0,
141911,10,663.750000,85,43,100.0,
141944,10,663.750000,85,43,100.0,
141974,10,658.000000,85,43,100.0,
142011,10,654.750000,85,43,100.0,
142041,10,654.750000,85,43,100.0,
142064,10,656.000000,85,43,100.0,
142093,10,656.000000,85,43,100.0,
142094,10,653.500000,85,43,100.0,
142123,10,653.500000,85,43,100.0,
142124,10,653.500000,85,43,100.0,
142154,10,652.750000,85,43,100.0,
142174,10,649.750000,85,43,100.0,
142211,10,649.750000,85,43,100.0,
142235,9,649.750000,85,43,100.0,
142271,9,649.750000,85,43,100.0,
142294,9,646.250000,85,43,100.0,
142324,9,645.750000,85,43,100.0,
142355,9,645.750000,85,43,100.0,
142384,9,645.000000,85,43,100.0,
142414,8,648.750000,85,43,100.0,
142451,8,648.750000,85,43,100.0,
142475,8,647.000000,85,43,100.0,
142494,8,647.000000,85,43,100.0,
142524,8,647.500000,85,43,100.0,
142554,8,645.500000,85,43,100.0,
142574,8,645.500000,85,43,100.0,
142593,8,645.500000,85,43,100.0,
142594,8,646.500000,85,43,100.0,
142624,8,646.500000,85,43,100.0,
142644,8,644.000000,85,43,100.0,
142671,8,644.000000,85,43,100.0,
142672,8,644.000000,85,43,100.0,
142693,8,644.000000,85,43,100.0,
142694,8,645.000000,85,43,100.0,
142724,8,645.000000,85,43,100.0,
142754,8,643.250000,85,43,100.0,
142784,8,643.250000,85,43,100.0,
142814,8,645.000000,85,43,100.0,
142844,7,643.500000,85,43,100.0,
142875,7,643.500000,85,43,100.0,
142905,7,643.750000,85,43,100.0,
142951,7,642.250000,85,43,100.0,
142981,7,640.000000,85,43,100.0,
143011,7,640.000000,85,43,100.0,
143035,7,631.250000,85,43,100.0,
143071,7,631.250000,85,43,100.0,
143093,7,631.250000,85,43,100.0,
143094,6,625.750000,85,43,100.0,
143141,6,619.500000,85,43,100.0,
143171,6,617.750000,85,43,100.0,
143172,6,617.750000,85,43,100.0,
143193,6,617.750000,85,43,100.0,
143194,6,617.750000,85,43,100.0,
143224,6,614.750000,85,43,100.0,
143253,6,614.750000,85,43,100.0,
143254,6,615.750000,85,43,100.0,
143281,6,615.750000,85,43,100.0,
143305,6,615.750000,85,43,100.0,
143335,6,615.750000,85,43,100.0,
143365,6,618.500000,85,43,100.0,
143393,6,618.500000,85,43,100.0,
143394,6,618.500000,85,43,100.0,
143424,6,622.500000,85,43,100.0,
143454,6,622.500000,85,43,100.0,
143484,6,628.250000,85,43,100.0,
143514,6,625.000000,85,43,100.0,
143544,6,625.000000,85,43,100.0,
143575,6,623.750000,85,43,100.0,
143612,6,624.250000,85,43,100.0,
143641,6,624.250000,85,43,100.0,
143664,6,631.000000,85,43,100.0,
143693,6,631.000000,85,43,100.0,
143694,6,631.000000,85,43,100.0,
143724,5,632.500000,85,43,100.0,
143763,5,632.500000,85,43,100.0,
143764,5,633.250000,85,43,100.0,
143794,5,634.750000,85,43,100.0,
143823,5,634.750000,85,43,100.0,
143824,5,634.750000,85,43,100.0,
143844,5,640.250000,85,43,100.0,
143874,5,640.250000,85,43,100.0,
143905,5,638.000000,85,43,100.0,
143951,5,638.750000,85,43,100.0,
143981,5,639.750000,85,43,100.0,
144011,5,639.750000,85,43,100.0,
144035,5,644.250000,85,43,100.0,
144063,5,644.250000,85,43,100.0,
144064,5,644.250000,85,43,100.0,
144093,5,644.250000,85,43,100.0,
144094,5,642.750000,85,43,100.0,
144124,5,641.500000,85,43,100.0,
144144,5,641.500000,85,43,100.0,
144164,5,639.750000,85,43,100.0,
144194,5,639.750000,85,43,100.0,
144224,5,645.250000,85,43,100.0,
144253,5,645.250000,85,43,100.0,
144284,5,645.250000,85,43,100.0,
144314,5,646.000000,85,43,100.0,
144344,5,646.000000,85,43,100.0,
144375,5,646.500000,85,43,100.0,
144411,5,650.750000,85,43,100.0,
144450,5,650.750000,85,43,100.0,
144475,4,648.500000,85,43,100.0,
144514,4,646.750000,85,43,100.0,
144551,4,645.500000,85,43,100.0,
144584,4,647.750000,85,43,100.0,
144614,4,647.750000,85,43,100.0,
144645,4,646.500000,85,43,100.0,
144681,4,647.500000,85,43,100.0,
144711,4,647.500000,85,43,100.0,
144734,4,646.000000,85,43,100.0,
144763,4,646.000000,85,43,100.0,
144764,4,646.000000,85,43,100.0,
144793,4,646.000000,85,43,100.0,
144794,4,649.500000,85,43,100.0,
144814,4,647.500000,85,43,100.0,
144833,4,647.500000,85,43,100.0,
144834,4,647.500000,85,43,100.0,
144864,4,646.500000,85,43,100.0,
144894,4,646.500000,85,43,100.0,
144914,4,647.000000,85,43,100.0,
144933,4,647.000000,85,43,100.0,
144934,4,647.000000,85,43,100.0,
144964,4,651.500000,85,43,100.0,
144994,4,651.500000,85,43,100.0,
145024,4,650.000000,85,43,100.0,
145051,4,650.250000,85,43,100.0,
145081,4,650.250000,85,43,100.0,
145105,4,648.750000,85,43,100.0,
145134,4,648.750000,85,43,100.0,
145163,4,648.750000,85,43,100.0,
145164,4,653.000000,85,43,100.0,
145194,4,649.250000,85,43,100.0,
145214,4,649.250000,85,43,100.0,
145233,4,649.250000,85,43,100.0,
145234,4,649.500000,85,43,100.0,
145263,4,649.500000,85,43,100.0,
145264,4,649.500000,85,43,100.0,
145293,4,649.500000,85,43,100.0,
145294,4,650.500000,85,43,100.0,
145314,4,654.750000,85,43,100.0,
145334,4,654.750000,85,43,100.0,
145363,4,654.750000,85,43,100.0,
145364,4,654.750000,85,43,100.0,
145394,4,650.250000,85,43,100.0,
145424,4,649.750000,85,43,100.0,
145454,4,649.750000,85,43,100.0,
145484,4,650.000000,85,43,100.0,
145514,3,653.500000,85,43,100.0,
145554,3,653.500000,85,43,100.0,
145584,3,651.750000,85,43,100.0,
145614,3,650.500000,85,43,100.0,
145651,3,649.250000,85,43,100.0,
145681,3,649.250000,85,43,100.0,
145704,3,653.500000,85,43,100.0,
145733,3,653.500000,85,43,100.0,
145734,3,653.500000,85,43,100.0,
145763,3,653.500000,85,43,100.0,
145764,3,653.250000,85,43,100.0,
145804,3,653.750000,85,43,100.0,
145833,3,651.750000,85,43,100.0,
145834,3,651.750000,85,43,100.0,
145864,3,651.750000,85,43,100.0,
145894,3,653.500000,85,43,100.0,
145914,3,652.000000,85,43,100.0,
145933,3,652.000000,85,43,100.0,
145934,3,652.000000,85,43,100.0,
145964,3,652.000000,85,43,100.0,
145984,3,650.500000,85,43,100.0,
146011,3,648.750000,85,43,100.0,
146033,3,648.750000,85,43,100.0,
146034,3,648.750000,85,43,100.0,
146064,3,652.500000,85,43,100.0,
146094,3,652.500000,85,43,100.0,
146114,3,651.000000,85,43,100.0,
146133,3,651.000000,85,43,100.0,
146134,3,651.000000,85,43,100.0,
146164,3,651.250000,85,43,100.0,
146194,3,651.250000,85,43,100.0,
146214,3,650.500000,85,43,100.0,
146234,3,650.500000,85,43,100.0,
146264,3,654.000000,85,43,100.0,
146294,3,652.500000,85,43,100.0,
146314,3,652.500000,85,43,100.0,
146334,3,651.000000,85,43,100.0,
146364,3,651.000000,85,43,100.0,
146394,3,649.750000,85,43,100.0,
146421,0,649.750000,85,43,100.0,
146457,0,649.750000,85,43,100.0,
146458,0,654.250000,85,43,100.0,
146484,0,654.000000,85,43,100.0,
146521,0,654.000000,85,43,100.0,
146545,0,652.500000,85,43,100.0,
146581,0,651.750000,85,43,100.0,
146604,0,654.750000,85,43,100.0,
146634,0,654.750000,85,43,100.0,
146663,0,651.750000,85,43,100.0,
146664,0,651.750000,85,43,100.0,
146684,0,651.750000,85,43,100.0,
146704,0,650.250000,85,43,100.0,
146734,0,650.250000,85,43,100.0,
146753,0,648.750000,85,43,100.0,
146754,0,648.750000,85,43,100.0,
146781,0,648.750000,85,43,100.0,
146803,0,648.750000,85,43,100.0,
146804,0,652.500000,85,43,100.0,
146834,0,652.500000,85,43,100.0,
146864,0,652.750000,85,43,100.0,
146891,0,653.250000,85,43,100.0,
146921,0,653.250000,85,43,100.0,
146954,0,650.750000,85,43,100.0,
146984,0,652.500000,85,43,100.0,
147021,0,652.500000,85,43,100.0,
147045,0,652.250000,85,43,100.0,
147081,0,654.250000,85,43,100.0,
147104,0,654.250000,85,43,100.0,
147134,0,653.500000,85,43,100.0,
147164,0,654.250000,85,43,100.0,
147193,0,654.250000,85,43,100.0,
147194,0,654.250000,85,43,100.0,
147215,0,652.750000,85,43,100.0,
147251,0,652.750000,85,43,100.0,
147275,0,653.000000,85,43,100.0,
147303,0,651.500000,85,43,100.0,
147304,0,651.500000,85,43,100.0,
147334,0,651.500000,85,43,100.0,
147354,0,652.500000,85,43,100.0,
147382,0,652.500000,85,43,100.0,
147403,0,653.000000,85,43,100.0,
147404,0,653.000000,85,43,100.0,
147434,0,652.250000,85,43,100.0,
147474,0,652.250000,85,43,100.0,
147503,0,652.250000,85,43,100.0,
147504,0,650.250000,85,43,100.0,
147533,0,650.250000,85,43,100.0,
147534,0,652.250000,85,43,100.0,
147561,0,652.250000,85,43,100.0,
147585,0,649.500000,85,43,100.0,
147622,0,649.500000,85,43,100.0,
147644,0,650.000000,85,43,100.0,
147674,0,649.750000,85,43,100.0,
147704,0,649.750000,85,43,100.0,
147734,0,652.250000,85,43,100.0,
147764,0,649.750000,85,43,100.0,
147794,0,649.750000,85,43,100.0,
147824,0,649.750000,85,43,100.0,
147854,0,648.000000,85,43,100.0,
147891,0,648.000000,85,43,100.0,
147915,0,650.500000,85,43,100.0,
147961,0,650.500000,85,43,100.0,
147985,0,647.250000,85,43,100.0,
148021,0,649.250000,85,43,100.0,
148051,0,650.500000,85,43,100.0,
148074,0,650.500000,85,43,100.0,
148103,0,652.750000,85,43,100.0,
148104,0,652.750000,85,43,100.0,
148134,0,650.500000,85,43,100.0,
148154,0,650.500000,85,43,100.0,
148185,0,651.250000,85,43,100.0,
148221,0,651.250000,85,43,100.0,
148245,0,650.500000,85,43,100.0,
148274,0,651.500000,85,43,100.0,
148303,0,651.500000,85,43,100.0,
148304,0,651.500000,85,43,100.0,
148334,0,649.000000,85,43,100.0,
148354,0,648.750000,85,43,100.0,
148391,0,648.750000,85,43,100.0,
148415,0,648.250000,85,43,100.0,
148444,0,648.250000,85,43,100.0,
148485,0,650.750000,85,43,100.0,
148521,0,647.750000,85,43,100.0,
148551,0,647.500000,85,43,100.0,
148574,0,647.500000,85,43,100.0,
148604,0,648.500000,85,43,100.0,
148634,0,648.500000,85,43,100.0,
148653,0,648.500000,85,43,100.0,
148654,0,652.500000,85,43,100.0,
148674,0,652.500000,85,43,100.0,
148704,0,650.500000,85,43,100.0,
148724,0,650.000000,85,43,100.0,
148743,0,650.000000,85,43,100.0,
148744,0,650.000000,85,43,100.0,
148774,0,650.000000,85,43,100.0,
148794,0,648.750000,85,43,100.0,
148821,0,648.750000,85,43,100.0,
148845,0,651.000000,85,43,100.0,
148875,0,650.000000,85,43,100.0,
148904,0,650.000000,85,43,100.0,
148933,0,650.000000,85,43,100.0,
148934,0,651.000000,85,43,100.0,
148953,0,651.000000,85,43,100.0,
148954,0,649.250000,85,43,100.0,
148984,0,649.250000,85,43,100.0,
149014,0,650.250000,85,43,100.0,
149044,0,650.250000,85,43,100.0,
149063,0,650.250000,85,43,100.0,
149064,0,649.250000,85,43,100.0,
149091,0,649.250000,85,43,100.0,
149114,0,649.250000,85,43,100.0,
149144,0,649.250000,85,43,100.0,
149174,0,648.250000,85,43,100.0,
149203,0,648.250000,85,43,100.0,
149204,0,649.250000,85,43,100.0,
149234,0,649.250000,85,43,100.0,
149264,0,648.000000,85,43,100.0,
149294,0,650.500000,85,43,100.0,
149331,0,650.500000,85,43,100.0,
149355,0,651.750000,85,43,100.0,
149391,0,653.000000,85,43,100.0,
149414,0,653.000000,85,43,100.0,
149444,0,652.000000,85,43,100.0,
149474,0,652.000000,85,43,100.0,
149493,0,652.000000,85,43,100.0,
149494,0,652.000000,85,43,100.0,
149514,0,651.500000,85,43,100.0,
149544,0,651.500000,85,43,100.0,
149563,0,651.500000,85,43,100.0,
149564,0,651.500000,85,43,100.0,
149585,0,651.500000,85,43,100.0,
149614,0,650.750000,85,43,100.0,
149644,0,650.750000,85,43,100.0,
149674,0,651.000000,85,43,100.0,
149694,0,651.500000,85,43,100.0,
149713,0,651.500000,85,43,100.0,
149714,0,651.500000,85,43,100.0,
149744,0,651.500000,85,43,100.0,
149764,0,652.250000,85,43,100.0,
149791,0,650.250000,85,43,100.0,
149814,0,650.250000,85,43,100.0,
149844,0,652.250000,85,43,100.0,
149874,0,652.250000,85,43,100.0,
149894,0,651.250000,85,43,100.0,
149914,0,651.250000,85,43,100.0,
149944,0,649.250000,85,43,100.0,
149964,0,649.250000,85,43,100.0,
149995,0,648.500000,85,43,100.0,
150031,0,650.250000,85,43,100.0,
150061,0,650.250000,85,43,100.0,
150084,0,651.250000,85,43,100.0,
150114,0,651.500000,85,43,100.0,
150144,0,651.500000,85,43,100.0,
150164,0,648.000000,85,43,100.0,
150183,0,648.000000,85,43,100.0,
150184,0,648.000000,85,43,100.0,
150214,0,648.500000,85,43,100.0,
150244,0,648.500000,85,43,100.0,
150264,0,649.750000,85,43,100.0,
150291,0,649.750000,85,43,100.0,
150314,0,651.000000,85,43,100.0,
150344,0,651.000000,85,43,100.0,
150375,0,647.250000,85,43,100.0,
150404,0,649.000000,85,43,100.0,
150431,0,649.000000,85,43,100.0,
150464,0,649.000000,85,43,100.0,
150484,0,650.750000,85,43,100.0,
150514,0,650.750000,85,43,100.0,
150534,0,648.500000,85,43,100.0,
150564,0,648.500000,85,43,100.0,
150584,0,649.500000,85,43,100.0,
150614,0,649.500000,85,43,100.0,
150644,0,650.000000,85,43,100.0,
150664,0,651.500000,85,43,100.0,
150701,0,651.500000,85,43,100.0,
150725,0,650.250000,85,43,100.0,
150761,0,650.250000,85,43,100.0,
150790,0,651.250000,85,43,100.0,
150814,0,651.500000,85,43,100.0,
150844,0,651.500000,85,43,100.0,
150875,0,651.250000,85,43,100.0,
150904,0,648.250000,85,43,100.0,
150933,0,648.250000,85,43,100.0,
150934,0,648.250000,85,43,100.0,
150974,0,649.750000,85,43,100.0,
150975,0,649.750000,85,43,100.0,
151004,0,650.750000,85,43,100.0,
151041,0,650.750000,85,43,100.0,
151065,0,651.000000,85,43,100.0,
151101,0,647.500000,85,43,100.0,
151124,0,647.500000,85,43,100.0,
151154,0,650.000000,85,43,100.0,
151184,0,651.750000,85,43,100.0,
151214,0,651.750000,85,43,100.0,
151235,0,651.750000,85,43,100.0,
151265,0,651.750000,85,43,100.0,
151295,0,649.500000,85,43,100.0,
151323,0,649.500000,85,43,100.0,
151324,0,650.000000,85,43,100.0,
151354,0,649.250000,85,43,100.0,
151385,0,649.250000,85,43,100.0,
151414,0,650.000000,85,43,100.0,
151441,0,650.000000,85,43,100.0,
151474,0,650.000000,85,43,100.0,
151475,0,649.500000,85,43,100.0,
151493,0,649.500000,85,43,100.0,
151494,0,650.750000,85,43,100.0,
151524,0,650.750000,85,43,100.0,
151544,0,651.250000,85,43,100.0,
151571,0,651.250000,85,43,100.0,
151593,0,651.250000,85,43,100.0,
151594,0,651.250000,85,43,100.0,
151624,0,651.250000,85,43,100.0,
151653,0,651.250000,85,43,100.0,
151654,0,649.250000,85,43,100.0,
151683,0,649.250000,85,43,100.0,
151714,0,651.500000,85,43,100.0,
151744,0,651.000000,85,43,100.0,
151781,0,651.000000,85,43,100.0,
151805,0,650.500000,85,43,100.0,
151841,0,647.000000,85,43,100.0,
151871,0,647.250000,85,43,100.0,
151894,0,647.250000,85,43,100.0,
151924,0,649.250000,85,43,100.0,
151954,0,649.250000,85,43,100.0,
151984,0,651.500000,85,43,100.0,
152011,0,650.750000,85,43,100.0,
152041,0,650.750000,85,43,100.0,
152063,0,650.750000,85,43,100.0,
152064,0,651.000000,85,43,100.0,
152094,0,651.000000,85,43,100.0,
152124,0,648.750000,85,43,100.0,
152143,0,648.750000,85,43,100.0,
152144,0,648.500000,85,43,100.0,
152163,0,648.500000,85,43,100.0,
152164,0,648.500000,85,43,100.0,
152194,0,647.500000,85,43,100.0,
152224,0,647.500000,85,43,100.0,
152253,0,649.750000,85,43,100.0,
152254,0,649.750000,85,43,100.0,
152281,0,649.750000,85,43,100.0,
152305,0,650.500000,85,43,100.0,
152334,0,651.500000,85,43,100.0,
152363,0,651.500000,85,43,100.0,
152364,0,651.500000,85,43,100.0,
152394,0,649.500000,85,43,100.0,
152424,0,649.500000,85,43,100.0,
152445,0,649.500000,85,43,100.0,
152474,0,650.750000,85,43,100.0,
152494,0,650.750000,85,43,100.0,
152524,0,651.750000,85,43,100.0,
152551,0,651.750000,85,43,100.0,
152575,0,649.750000,85,43,100.0,
152604,0,649.750000,85,43,100.0,
152635,0,650.500000,85,43,100.0,
152663,0,650.500000,85,43,100.0,
152664,0,649.500000,85,43,100.0,
152684,0,649.500000,85,43,100.0,
152715,0,650.500000,85,43,100.0,
152734,0,650.500000,85,43,100.0,
152764,0,650.250000,85,43,100.0,
152784,0,650.250000,85,43,100.0,
152804,0,649.500000,85,43,100.0,
152834,0,649.500000,85,43,100.0,
152854,0,650.000000,85,43,100.0,
152882,0,650.000000,85,43,100.0,
152904,0,650.000000,85,43,100.0,
152933,0,650.000000,85,43,100.0,
152934,0,649.250000,85,43,100.0,
152974,0,649.250000,85,43,100.0,
152994,0,649.500000,85,43,100.0,
153024,0,648.500000,85,43,100.0,
153051,0,648.500000,85,43,100.0,
153074,0,650.000000,85,43,100.0,
153103,0,650.000000,85,43,100.0,
153104,0,650.000000,85,43,100.0,
153135,0,650.000000,85,43,100.0,
153164,0,652.000000,85,43,100.0,
153194,0,652.000000,85,43,100.0,
153224,0,650.750000,85,43,100.0,
153261,0,650.750000,85,43,100.0,
153285,0,649.500000,85,43,100.0,
153321,0,648.500000,85,43,100.0,
153351,0,650.500000,85,43,100.0,
153374,0,650.500000,85,43,100.0,
153404,0,652.000000,85,43,100.0,
153434,0,652.000000,85,43,100.0,
153454,0,651.000000,85,43,100.0,
153491,0,651.000000,85,43,100.0,
153515,0,648.250000,85,43,100.0,
153544,0,648.500000,85,43,100.0,
153574,0,650.000000,85,43,100.0,
153604,0,650.000000,85,43,100.0,
153623,0,651.500000,85,43,100.0,
153624,0,651.500000,85,43,100.0,
153644,0,651.500000,85,43,100.0,
153674,0,648.750000,85,43,100.0,
153704,0,648.750000,85,43,100.0,
153724,0,648.750000,85,43,100.0,
153744,0,648.750000,85,43,100.0,
153764,0,649.500000,85,43,100.0,
153791,0,649.500000,85,43,100.0,
153815,0,650.750000,85,43,100.0,
153844,0,650.750000,85,43,100.0,
153874,0,648.500000,85,43,100.0,
153904,0,648.500000,85,43,100.0,
153924,0,648.500000,85,43,100.0,
153944,0,647.750000,85,43,100.0,
153974,0,647.750000,85,43,100.0,
153994,0,646.500000,85,43,100.0,
154024,0,646.500000,85,43,100.0,
154055,0,642.750000,85,43,100.0,
154091,0,642.750000,85,43,100.0,
154115,0,643.000000,85,43,100.0,
154144,0,645.250000,85,43,100.0,
154174,0,645.250000,85,43,100.0,
154204,0,647.500000,85,43,100.0,
154231,0,643.250000,85,43,100.0,
154261,0,643.250000,85,43,100.0,
154285,0,642.250000,85,43,100.0,
154321,0,642.250000,85,43,100.0,
154343,0,643.500000,85,43,100.0,
154374,0,645.500000,85,43,100.0,
154404,0,645.500000,85,43,100.0,
154424,0,649.500000,85,43,100.0,
154444,0,649.500000,85,43,100.0,
154474,0,653.750000,85,43,100.0,
154504,0,654.750000,85,43,100.0,
154524,0,654.750000,85,43,100.0,
154544,0,655.250000,85,43,100.0,
154574,0,655.250000,85,43,100.0,
154594,0,650.500000,85,43,100.0,
154613,0,650.500000,85,43,100.0,
154614,0,650.500000,85,43,100.0,
154644,0,649.500000,85,43,100.0,
154674,0,649.500000,85,43,100.0,
154694,0,650.500000,85,43,100.0,
154714,0,650.500000,85,43,100.0,
154744,0,651.500000,85,43,100.0,
154774,0,651.500000,85,43,100.0,
154794,0,650.750000,85,43,100.0,
154824,0,650.750000,85,43,100.0,
154855,0,651.000000,85,43,100.0,
154892,0,649.500000,85,43,100.0,
154921,0,650.000000,85,43,100.0,
154943,0,650.000000,85,43,100.0,
154944,0,650.000000,85,43,100.0,
154974,0,648.250000,85,43,100.0,
155004,3,648.250000,85,43,100.0,
155031,3,650.250000,85,43,100.0,
155061,3,649.750000,85,43,100.0,
155091,3,649.750000,85,43,100.0,
155114,3,650.250000,85,43,100.0,
155145,3,650.250000,85,43,100.0,
155174,3,648.000000,85,43,100.0,
155204,3,648.500000,85,43,100.0,
155231,3,648.500000,85,43,100.0,
155255,3,649.000000,85,43,100.0,
155291,3,649.000000,85,43,100.0,
155315,3,650.750000,85,43,100.0,
155344,3,652.500000,85,43,100.0,
155374,3,652.500000,85,43,100.0,
155394,3,654.500000,85,43,100.0,
155424,3,654.500000,85,43,100.0,
155444,3,652.750000,85,43,100.0,
155473,3,652.750000,85,43,100.0,
155474,3,652.750000,85,43,100.0,
155504,3,652.750000,85,43,100.0,
155525,3,653.500000,85,43,100.0,
155561,3,653.500000,85,43,100.0,
155585,3,656.750000,85,43,100.0,
155614,4,658.250000,85,43,100.0,
155644,4,658.250000,85,43,100.0,
155674,4,660.250000,85,43,100.0,
155704,4,662.750000,85,43,100.0,
155731,4,662.750000,85,43,100.0,
155755,4,665.750000,85,43,100.0,
155796,4,665.750000,85,43,100.0,
155824,4,667.250000,85,43,100.0,
155844,4,669.250000,85,43,100.0,
155874,4,669.250000,85,43,100.0,
155894,4,671.500000,85,43,100.0,
155914,4,671.500000,85,43,100.0,
155944,4,676.750000,85,43,100.0,
155974,4,679.500000,85,43,100.0,
156004,4,679.500000,85,43,100.0,
156025,4,680.250000,85,43,100.0,
156061,4,680.250000,85,43,100.0,
156085,5,679.500000,85,43,100.0,
156113,5,679.500000,85,43,100.0,
156114,5,682.250000,85,43,100.0,
156144,5,682.250000,85,43,100.0,
156164,5,683.750000,85,43,100.0,
156191,5,689.250000,85,43,100.0,
156214,5,689.250000,85,43,100.0,
156244,5,709.500000,85,43,100.0,
156274,5,739.500000,85,43,100.0,
156304,6,739.500000,85,43,99.0,
156324,6,768.750000,85,43,99.0,
156344,6,788.000000,85,43,99.0,
156374,6,788.000000,85,43,99.0,
156395,6,796.250000,85,43,99.0,
156430,6,796.250000,85,43,99.0,
156431,6,796.250000,85,43,99.0,
156455,6,806.250000,85,43,99.0,
156484,6,819.750000,85,43,99.0,
156514,6,843.000000,85,43,99.0,
156544,6,865.750000,85,43,99.0,
156564,6,886.250000,85,43,99.0,
156584,6,886.250000,85,43,99.0,
156614,6,900.250000,85,43,99.0,
156634,6,915.250000,85,43,99.0,
156653,6,915.250000,85,43,99.0,
156654,6,915.250000,85,43,99.0,
156684,7,923.750000,85,43,99.0,
156714,7,932.500000,85,43,99.0,
156734,7,938.750000,85,43,99.0,
156754,7,947.500000,85,43,99.0,
156784,7,947.500000,85,43,99.0,
156803,7,956.250000,85,43,99.0,
156804,7,956.250000,85,43,99.0,
156830,7,967.500000,85,43,99.0,
156854,7,976.000000,85,43,99.0,
156884,7,986.000000,85,43,99.0,
156914,7,994.000000,85,43,99.0,
156943,7,994.000000,85,43,99.0,
156944,7,1002.500000,85,43,99.0,
156970,7,1002.500000,85,43,99.0,
157004,8,1017.250000,85,43,99.0,
157033,8,1023.750000,85,43,99.0,
157053,8,1023.750000,85,43,99.0,
157054,8,1034.250000,85,43,99.0,
157084,8,1034.250000,85,43,99.0,
157103,8,1034.250000,85,43,100.0,
157104,8,1041.000000,85,43,100.0,
157132,8,1049.500000,85,43,99.0,
157133,8,1049.500000,85,43,99.0,
157173,8,1058.250000,85,43,99.0,
157204,8,1069.250000,85,43,99.0,
157240,8,1075.250000,85,43,100.0,
157273,8,1080.250000,85,43,99.0,
157304,8,1088.250000,85,43,99.0,
157340,9,1091.500000,85,43,100.0,
157376,9,1105.500000,85,43,99.0,
157404,9,1111.250000,85,43,99.0,
157424,9,1115.000000,85,43,99.0,
157454,9,1121.000000,85,43,99.0,
157484,9,1126.500000,85,43,100.0,
157514,9,1131.500000,85,43,100.0,
157540,9,1138.250000,85,43,100.0,
157570,9,1149.250000,85,43,100.0,
157600,10,1160.000000,85,43,99.0,
157624,10,1171.750000,85,43,99.0,
157670,10,1197.250000,85,43,99.0,
157700,10,1197.250000,85,43,100.0,
157701,10,1210.250000,85,43,100.0,
157724,10,1223.250000,85,43,100.0,
157754,10,1245.000000,85,43,100.0,
157784,10,1259.500000,85,43,100.0,
157804,10,1270.750000,85,43,100.0,
157824,11,1277.500000,85,43,100.0,
157854,11,1290.250000,85,43,100.0,
157874,11,1302.500000,85,43,100.0,
157895,11,1313.500000,85,43,100.0,
157924,11,1317.500000,85,43,100.0,
157954,11,1323.500000,85,43,100.0,
157974,11,1328.000000,85,43,100.0,
158004,11,1331.500000,85,43,100.0,
158034,11,1334.500000,85,43,100.0,
158064,11,1335.750000,85,43,100.0,
158094,11,1340.000000,85,43,101.0,
158114,11,1344.500000,85,43,101.0,
158133,11,1344.500000,85,43,101.0,
158134,11,1344.500000,85,43,101.0,
158164,11,1354.500000,85,43,101.0,
158194,12,1357.500000,85,43,101.0,
158214,12,1362.000000,85,43,101.0,
158234,12,1363.000000,85,43,101.0,
158264,12,1361.500000,85,43,101.0,
158294,12,1353.250000,85,43,101.0,
158314,12,1335.500000,85,43,101.0,
158333,12,1335.500000,85,43,101.0,
158334,12,1323.500000,85,43,101.0,
158364,12,1306.500000,85,43,102.0,
158384,12,1292.000000,85,43,102.0,
158404,13,1275.500000,85,43,101.0,
158434,13,1259.750000,85,43,102.0,
158464,13,1242.750000,85,43,102.0,
158484,13,1229.250000,85,43,102.0,
158514,13,1216.750000,85,43,102.0,
158544,13,1205.000000,85,43,102.0,
158574,13,1191.750000,85,43,102.0,
158604,14,1185.500000,85,43,102.0,
158624,14,1180.750000,85,43,102.0,
158645,14,1177.000000,85,43,102.0,
158674,14,1171.000000,85,43,102.0,
158704,14,1168.000000,85,43,103.0,
158724,14,1163.750000,85,43,103.0,
158744,14,1162.500000,85,43,103.0,
158774,14,1158.500000,85,43,103.0,
158794,14,1157.250000,85,43,103.0,
158813,14,1157.250000,85,43,103.0,
158814,14,1154.500000,85,43,103.0,
158844,14,1154.750000,85,43,103.0,
158874,14,1150.500000,85,43,103.0,
158895,15,1148.250000,85,43,103.0,
158914,15,1146.250000,85,43,103.0,
158944,15,1146.250000,85,43,103.0,
158964,15,1141.750000,85,43,103.0,
158994,15,1141.750000,85,43,103.0,
159025,15,1140.750000,85,43,103.0,
159044,15,1142.250000,85,43,103.0,
159074,16,1142.250000,85,43,103.0,
159093,16,1138.000000,85,43,103.0,
159094,16,1138.000000,85,43,103.0,
